,tm1xvm1,tm1xum1,tm1xqm1,vm1xum1,vm1xqm1,um1xqm1
0,0.23577716453238173,0.3213993051601005,0.34753509643670366,0.15781048142951934,0.2196742480153499,0.22034290351129177
1,0.11040379118180688,0.21912028687049415,0.28001528852109064,0.10738214177089002,0.09959702353125097,0.21457911184056375
2,0.10712960246078518,0.2792007524916611,0.4495009493323845,0.08148572822332094,0.10750285050682326,0.28983932590291517
3,0.1085831397091926,0.31530858840645876,0.45663014652629896,0.09571748045837183,0.13095197019711197,0.27184204918687815
4,0.10872436094129712,0.2680965052874179,0.4079463788253249,0.1063879704840105,0.13094158033297848,0.27191349575842905
5,0.13127065723191178,0.21915315877689195,0.2582382719069625,0.14587190129083275,0.12079554751417869,0.33328817593955296
6,0.14097561429044483,0.19293630725555064,0.1958581554614766,0.15606695991375918,0.14759817886083954,0.39153984611685816
7,0.12894755575066744,0.23190449038330785,0.242257019767985,0.15246616856971898,0.1460361621084586,0.3979344489487269
8,0.12120174719770979,0.2647109377335336,0.2978950737845073,0.1771404034235142,0.152656584341688,0.37920302569381875
9,0.12015680136407166,0.267353412188802,0.3251572846141237,0.16823808618158123,0.16592154168901338,0.39205030447128636
10,0.12116180889019956,0.24109657796422462,0.31234185270613557,0.16110895390357743,0.1652963661320282,0.37398965854232363
11,0.1275171233804454,0.2281667626562316,0.3152551445735288,0.15005394432751093,0.14908838066807653,0.35180678182400604
12,0.1449533457311685,0.23376526113208734,0.3279850129833395,0.130893911702712,0.14824656613471074,0.3450813954944786
13,0.16537644555975942,0.20788851404589553,0.2992022194838869,0.13105093064052256,0.1455567841497821,0.37041243502942295
14,0.14967737266909845,0.21473177129919932,0.28261205507663706,0.13390341944053977,0.164209252566628,0.3660313993359337
15,0.14195882474979651,0.21994661064009877,0.2516650178762722,0.1352970075226551,0.17027103659245307,0.3343639244458477
16,0.16481095517954916,0.2539692491823605,0.34137508213912715,0.13941352841408847,0.16621633816081938,0.33145654812173336
17,0.1731671659673432,0.264360045354617,0.33251921086924596,0.1440583974386929,0.15368353174295504,0.33793308136281763
18,0.14098484323064314,0.31196583853601434,0.3520385075738535,0.1199839671603386,0.13693158146153175,0.33922460747795274
19,0.11423818580316844,0.29696214647242164,0.3295237001141135,0.09105404824808315,0.12753953849574506,0.27019015586170503
20,0.10963090430731129,0.2765110942655026,0.31729974150960416,0.09468224673180303,0.10005711638184263,0.20641675700115814
21,0.11651287321926347,0.26522311137470295,0.2908258160277233,0.10016566065530089,0.10566062201365402,0.17461842125538637
22,0.11641602566598101,0.262617573942969,0.3356785114982734,0.09930165534641734,0.1190199948023133,0.2114216402772276
23,0.10467419422008517,0.2551736110633045,0.298621097270962,0.10419618041486846,0.12612109905372637,0.23807171018664844
24,0.10001428384656093,0.22211537069737156,0.2551678064888261,0.10548824677740572,0.12693883448180246,0.24187935404481267
25,0.095617126548352,0.1862397840738209,0.22097000605649192,0.10141268981197644,0.1314606917121595,0.24267393877480492
26,0.10872794292235077,0.2163394787098367,0.3512856511038773,0.10333209527849031,0.11855436538812748,0.24393253688853628
27,0.10347959836360576,0.25871213318344816,0.42904562354317466,0.09954106893650132,0.10282120910147217,0.23552152162693699
28,0.10213451033938027,0.2719276229344468,0.4449146708836728,0.09691965094072101,0.08900362568015076,0.2210706934865426
29,0.09757846023146319,0.27102962968215394,0.44585296608020547,0.09214363549199234,0.07998274302523281,0.21918022103639312
30,0.09570962578486472,0.2671895008914542,0.4456240339041892,0.09143829401429944,0.07781300748002648,0.21270398016236772
31,0.0919788873890813,0.26403995242620154,0.44393219944621215,0.08647208598633851,0.07713492925126784,0.21175981725565385
32,0.08505659773688716,0.25864052524189657,0.4407742367560552,0.08140025277213772,0.07634791073270374,0.20348166132109527
33,0.08322358019546051,0.2592349376444881,0.438019215791525,0.08444448092691925,0.07479372799185892,0.21276753488111336
34,0.07900326390641295,0.25529703884550103,0.4319964266870737,0.08320551056837326,0.07315548517676912,0.20770411268384714
35,0.07693333555095495,0.25236866056103896,0.43334551321737036,0.08524144290338985,0.07381845625027299,0.2096871800446709
36,0.07830481737291375,0.25091608525567904,0.4360945172777413,0.08207747433550736,0.07378298698087747,0.20517099120679197
37,0.07968600562127014,0.2511149837691893,0.4423437074023426,0.08099142715755522,0.07812370352583459,0.2083127309943325
38,0.08060005019482704,0.2511515971956859,0.4473188984999155,0.08095089130395758,0.08105105601370588,0.21620169118103533
39,0.07564840393974136,0.2538773879826293,0.4617711170153233,0.07165306285115813,0.08335504202125008,0.22162726444018174
40,0.07874800667625974,0.2516412622798841,0.4819777707372208,0.07179805736826325,0.08308012026228939,0.22442224666879027
41,0.0845252898899267,0.24410059827135577,0.5122815147781768,0.07533648642103041,0.08922931964939738,0.22364956411004935
42,0.09451993000979148,0.23785376418255805,0.5175427316002051,0.084163392577798,0.09711800776298002,0.21477265710190163
43,0.10197052565926765,0.23074497014397527,0.5389841635286712,0.09327297155321966,0.10744988542479174,0.21177784390207754
44,0.10496187133468654,0.22404045278446777,0.5431168289253526,0.10210485436366103,0.11261347702235869,0.20535711262503809
45,0.11294313673358175,0.21791187993963557,0.545576848344756,0.11340551679440083,0.11409874365709974,0.20308073577465238
46,0.11677754811565329,0.21512671227036664,0.5428655621619881,0.12387451567872296,0.12392235023782473,0.20610930383670958
